Type,Name,Display Name,Bin Number,Location,On Hand
Inventory Item,6000-104042-000,"COMPRESSOR, ROCKING PISTON, 2HP",QA-Incoming-Floor,Ogden Manufacturing,0
Inventory Item,6000-104042-000,"COMPRESSOR, ROCKING PISTON, 2HP",QA12B,Ogden Manufacturing,0
Inventory Item,6000-104042-000,"COMPRESSOR, ROCKING PISTON, 2HP",B4154A,Ogden Manufacturing,0
Inventory Item,6000-104042-000,"COMPRESSOR, ROCKING PISTON, 2HP",B4284B,Ogden Manufacturing,0
Inventory Item,6000-104042-000,"COMPRESSOR, ROCKING PISTON, 2HP",CP-Floor,Ogden Manufacturing,6
Inventory Item,6000-104043-000,"TANK, 2 GAL",B4183B,Ogden Manufacturing,24
Inventory Item,6000-104043-000,"TANK, 2 GAL",B4164A,Ogden Manufacturing,50
Inventory Item,6000-104043-000,"TANK, 2 GAL",B4124B,Ogden Manufacturing,0
Inventory Item,6000-104043-000,"TANK, 2 GAL",B4134A,Ogden Manufacturing,0
Inventory Item,6000-104043-000,"TANK, 2 GAL",B4231A,Ogden Manufacturing,0
Inventory Item,6000-104043-000,"TANK, 2 GAL",B4113B,Ogden Manufacturing,24
Inventory Item,6000-104043-000,"TANK, 2 GAL",B4133B,Ogden Manufacturing,24
Inventory Item,6000-104043-000,"TANK, 2 GAL",B4123B,Ogden Manufacturing,0
Inventory Item,6000-104043-000,"TANK, 2 GAL",B4174A,Ogden Manufacturing,0
Inventory Item,6000-104043-000,"TANK, 2 GAL",B4224B,Ogden Manufacturing,13
Inventory Item,6000-104043-000,"TANK, 2 GAL",B4163B,Ogden Manufacturing,0
Inventory Item,6000-104043-000,"TANK, 2 GAL",B4242B,Ogden Manufacturing,0
Inventory Item,6000-104043-000,"TANK, 2 GAL",CPN231C,Ogden Manufacturing,46
Inventory Item,6000-104043-000,"TANK, 2 GAL",B4172B,Ogden Manufacturing,5
Inventory Item,6000-104043-000,"TANK, 2 GAL",B4233A,Ogden Manufacturing,0
Inventory Item,6000-104043-000,"TANK, 2 GAL",B4231A,Bay 4 Bulk Storage,0
Inventory Item,6000-104043-000,"TANK, 2 GAL",Receiving Dock,Ogden Manufacturing,0
Inventory Item,6000-104043-000,"TANK, 2 GAL",B4234A,Ogden Manufacturing,0
Inventory Item,6000-104043-000,"TANK, 2 GAL",B4333A,Ogden Manufacturing,0
Inventory Item,6000-104043-000,"TANK, 2 GAL",B4232A,Ogden Manufacturing,0
Inventory Item,6000-104043-000,"TANK, 2 GAL",Overflow Inventor B3,Ogden Manufacturing,0
Inventory Item,6000-104043-000,"TANK, 2 GAL",Development - B2,Ogden Manufacturing,0
Inventory Item,6000-104043-000,"TANK, 2 GAL",CAP 3's,Ogden Manufacturing,0
Inventory Item,6000-104043-000,"TANK, 2 GAL",B4234B,Ogden Manufacturing,0
Inventory Item,6000-104045-000,"THREADED KNOB, M6 X 20, 18 MM DIA. HEAD",CAP 3's,Ogden Manufacturing,0
Inventory Item,6000-104045-000,"THREADED KNOB, M6 X 20, 18 MM DIA. HEAD",Development - B2,Ogden Manufacturing,0
Inventory Item,6000-104045-000,"THREADED KNOB, M6 X 20, 18 MM DIA. HEAD",Kit Inventory,Ogden Manufacturing,0
Inventory Item,6000-104051-000,"HANDLE, BOW-TYPE, BLACK PLASTIC",CAP 3's,Ogden Manufacturing,0
Inventory Item,6000-104059-000,"AIR DRYER MODULE, HEATLESS DESICCANT, NDM-030-Q-NP",CPM062A,Ogden Manufacturing,0
Inventory Item,6000-104059-000,"AIR DRYER MODULE, HEATLESS DESICCANT, NDM-030-Q-NP",CS Warehouse,Customer Support,2
Inventory Item,6000-104059-000,"AIR DRYER MODULE, HEATLESS DESICCANT, NDM-030-Q-NP",PA Warehouse,Pennsylvania Warehouse,1
Inventory Item,6000-104059-000,"AIR DRYER MODULE, HEATLESS DESICCANT, NDM-030-Q-NP",Receiving Dock,Ogden Manufacturing,0
Inventory Item,6000-104059-000,"AIR DRYER MODULE, HEATLESS DESICCANT, NDM-030-Q-NP",TX Warehouse,Texas Warehouse,5
Inventory Item,6000-104059-000,"AIR DRYER MODULE, HEATLESS DESICCANT, NDM-030-Q-NP",CS51A,Customer Support,0
Inventory Item,6000-104059-000,"AIR DRYER MODULE, HEATLESS DESICCANT, NDM-030-Q-NP",CAP 3's,Ogden Manufacturing,0
Inventory Item,6000-104060-000,"FILTER, COMPRESSED GAS, 1/2 NPT, 30 SCFM, 1 MICRON",B4222A,Ogden Manufacturing,0
Inventory Item,6000-104060-000,"FILTER, COMPRESSED GAS, 1/2 NPT, 30 SCFM, 1 MICRON",PA Warehouse,Pennsylvania Warehouse,1
Inventory Item,6000-104060-000,"FILTER, COMPRESSED GAS, 1/2 NPT, 30 SCFM, 1 MICRON",Overflow Inventor B3,Ogden Manufacturing,0
Inventory Item,6000-104060-000,"FILTER, COMPRESSED GAS, 1/2 NPT, 30 SCFM, 1 MICRON",CAP 3's,Ogden Manufacturing,0
Inventory Item,6000-104060-000,"FILTER, COMPRESSED GAS, 1/2 NPT, 30 SCFM, 1 MICRON",CS Warehouse,Customer Support,14
Inventory Item,6000-104060-000,"FILTER, COMPRESSED GAS, 1/2 NPT, 30 SCFM, 1 MICRON",B4211E,Ogden Manufacturing,14
Inventory Item,6000-104060-000,"FILTER, COMPRESSED GAS, 1/2 NPT, 30 SCFM, 1 MICRON",B4122A,Ogden Manufacturing,37
Inventory Item,6000-104060-000,"FILTER, COMPRESSED GAS, 1/2 NPT, 30 SCFM, 1 MICRON",CS-Ogden-Overflow,Customer Support,1
Inventory Item,6000-104060-000,"FILTER, COMPRESSED GAS, 1/2 NPT, 30 SCFM, 1 MICRON",Inspection Square B2,Ogden Manufacturing,0
Inventory Item,6000-104060-000,"FILTER, COMPRESSED GAS, 1/2 NPT, 30 SCFM, 1 MICRON",B4162A,Ogden Manufacturing,0
Inventory Item,6000-104060-000,"FILTER, COMPRESSED GAS, 1/2 NPT, 30 SCFM, 1 MICRON",CPN234B,Ogden Manufacturing,0
Inventory Item,6000-104061-000,"ELEMENT, FILTER, NF, 1 MICRON",CAP 3's,Ogden Manufacturing,0
Inventory Item,6000-104061-000,"ELEMENT, FILTER, NF, 1 MICRON",CS Warehouse,Customer Support,10
Inventory Item,6000-104061-000,"ELEMENT, FILTER, NF, 1 MICRON",CS-Ogden-Overflow,Customer Support,2
Inventory Item,6000-104062-000,"WATER SEPARATOR, 1/2 NPT, 50 SCFM",CS Warehouse,Customer Support,0
Inventory Item,6000-104062-000,"WATER SEPARATOR, 1/2 NPT, 50 SCFM",CS-Ogden-Overflow,Customer Support,0
Inventory Item,6000-104063-000,"CONNECTING KIT, FILTER, NF0025 - NF0050",CS Warehouse,Customer Support,0
Inventory Item,6000-104065-000,"FITTING, 90° ELBOW, 3/4 NPTF MALE X 3/4 NPT FEMALE, ZP STEEL, HYDRAULIC",Racks-Bay 1,Ogden Manufacturing,0
Inventory Item,6000-104065-000,"FITTING, 90° ELBOW, 3/4 NPTF MALE X 3/4 NPT FEMALE, ZP STEEL, HYDRAULIC",PG1182H,Ogden Manufacturing,0
Inventory Item,6000-104065-000,"FITTING, 90° ELBOW, 3/4 NPTF MALE X 3/4 NPT FEMALE, ZP STEEL, HYDRAULIC",Receiving Dock,Ogden Manufacturing,0
Inventory Item,6000-104069-000,"HEATER, 2250W, WALL, SURFACE MOUNTED",CAP 3's,Ogden Manufacturing,0
Inventory Item,6000-104069-000,"HEATER, 2250W, WALL, SURFACE MOUNTED",Inspection Square B2,Ogden Manufacturing,0
Inventory Item,6000-104069-000,"HEATER, 2250W, WALL, SURFACE MOUNTED",Overflow Inventor B3,Ogden Manufacturing,0
Inventory Item,6000-104069-000,"HEATER, 2250W, WALL, SURFACE MOUNTED",Receiving Dock,Ogden Manufacturing,0
Inventory Item,6000-104069-000,"HEATER, 2250W, WALL, SURFACE MOUNTED",CPN231C,Ogden Manufacturing,6
Inventory Item,6000-104069-000,"HEATER, 2250W, WALL, SURFACE MOUNTED",B4133A,Ogden Manufacturing,20
Inventory Item,6000-104069-000,"HEATER, 2250W, WALL, SURFACE MOUNTED",QA11B,Ogden Manufacturing,0
Inventory Item,6000-104071-000,"WALL SHUTTER, 16 in, FRONT FLANGE",CPN263A,Ogden Manufacturing,0
Inventory Item,6000-104071-000,"WALL SHUTTER, 16 in, FRONT FLANGE",CP-Floor,Ogden Manufacturing,6
Inventory Item,6000-104071-000,"WALL SHUTTER, 16 in, FRONT FLANGE",CAP 3's,Ogden Manufacturing,0
Inventory Item,6000-104071-000,"WALL SHUTTER, 16 in, FRONT FLANGE",Receiving Dock,Ogden Manufacturing,0
Inventory Item,6000-104071-000,"WALL SHUTTER, 16 in, FRONT FLANGE",B4222B,Ogden Manufacturing,13
Inventory Item,6000-104071-000,"WALL SHUTTER, 16 in, FRONT FLANGE",Overflow Inventor B3,Ogden Manufacturing,0
Inventory Item,6000-104072-000,"EXTRUSION, DOUBLE SIX SLOT RAIL, ALUMINUM, 80 mm X 40 mm, 3 ft LENGTH",B4211A,Ogden Manufacturing,0
Inventory Item,6000-104072-000,"EXTRUSION, DOUBLE SIX SLOT RAIL, ALUMINUM, 80 mm X 40 mm, 3 ft LENGTH",Overflow Inventor B3,Ogden Manufacturing,0
Inventory Item,6000-104072-000,"EXTRUSION, DOUBLE SIX SLOT RAIL, ALUMINUM, 80 mm X 40 mm, 3 ft LENGTH",Machine Shop,Ogden Manufacturing,0
Inventory Item,6000-104072-000,"EXTRUSION, DOUBLE SIX SLOT RAIL, ALUMINUM, 80 mm X 40 mm, 3 ft LENGTH",CAP 3's,Ogden Manufacturing,0
Inventory Item,6000-104072-000,"EXTRUSION, DOUBLE SIX SLOT RAIL, ALUMINUM, 80 mm X 40 mm, 3 ft LENGTH",CPN233A,Ogden Manufacturing,26
Inventory Item,6000-104072-000,"EXTRUSION, DOUBLE SIX SLOT RAIL, ALUMINUM, 80 mm X 40 mm, 3 ft LENGTH",B4210A,Ogden Manufacturing,15
Inventory Item,6000-104073-000,"FITTING, ELBOW, 90 DEG, PUSH CONNECT, NICKEL PLATED BRASS, 1/2"" TUBE X 1/4"" MALE PIPE, UNIVERSAL",CPN252B,Ogden Manufacturing,50
Inventory Item,6000-104073-000,"FITTING, ELBOW, 90 DEG, PUSH CONNECT, NICKEL PLATED BRASS, 1/2"" TUBE X 1/4"" MALE PIPE, UNIVERSAL",B4251A,Ogden Manufacturing,251
Inventory Item,6000-104073-000,"FITTING, ELBOW, 90 DEG, PUSH CONNECT, NICKEL PLATED BRASS, 1/2"" TUBE X 1/4"" MALE PIPE, UNIVERSAL",CAP 3's,Ogden Manufacturing,0
Inventory Item,6000-104073-000,"FITTING, ELBOW, 90 DEG, PUSH CONNECT, NICKEL PLATED BRASS, 1/2"" TUBE X 1/4"" MALE PIPE, UNIVERSAL",CS Warehouse,Customer Support,0
Inventory Item,6000-104073-000,"FITTING, ELBOW, 90 DEG, PUSH CONNECT, NICKEL PLATED BRASS, 1/2"" TUBE X 1/4"" MALE PIPE, UNIVERSAL",PA Warehouse,Pennsylvania Warehouse,4
Inventory Item,6000-104074-000,"PLUG, SNAP-IN, 2-1/2"" ID",CAP 3's,Ogden Manufacturing,0
Inventory Item,6000-104079-000,"VALVE, BALL, CHROME-PLATED BRASS, 1/4"" NPT FEMALE x MALE",CAP 3's,Ogden Manufacturing,0
Inventory Item,6000-104079-000,"VALVE, BALL, CHROME-PLATED BRASS, 1/4"" NPT FEMALE x MALE",Receiving Dock,Ogden Manufacturing,0
Inventory Item,6000-104079-000,"VALVE, BALL, CHROME-PLATED BRASS, 1/4"" NPT FEMALE x MALE",CPN232E,Ogden Manufacturing,120
Inventory Item,6000-104079-000,"VALVE, BALL, CHROME-PLATED BRASS, 1/4"" NPT FEMALE x MALE",B4252B,Ogden Manufacturing,70
Inventory Item,6000-104080-000,"PLUG, 1/4 NPT, 304 SS, HEX DRIVE, 2500 psi",CPN232D,Ogden Manufacturing,407
Inventory Item,6000-104080-000,"PLUG, 1/4 NPT, 304 SS, HEX DRIVE, 2500 psi",Receiving Dock,Ogden Manufacturing,0
Inventory Item,6000-104080-000,"PLUG, 1/4 NPT, 304 SS, HEX DRIVE, 2500 psi",Racks-Bay 1,Ogden Manufacturing,0
Inventory Item,6000-104080-000,"PLUG, 1/4 NPT, 304 SS, HEX DRIVE, 2500 psi",CAP 3's,Ogden Manufacturing,0
Inventory Item,6000-104080-000,"PLUG, 1/4 NPT, 304 SS, HEX DRIVE, 2500 psi",TX Warehouse,Texas Warehouse,6
Inventory Item,6000-104081-000,"CHECK VALVE, CAST BRASS, FEMALE 1/4 NPT, FEMALE 1/8 NPT PSU CONNECTION  GV14",B4252B,Ogden Manufacturing,260
Inventory Item,6000-104081-000,"CHECK VALVE, CAST BRASS, FEMALE 1/4 NPT, FEMALE 1/8 NPT PSU CONNECTION  GV14",CS-Ogden-Overflow,Customer Support,4
Inventory Item,6000-104081-000,"CHECK VALVE, CAST BRASS, FEMALE 1/4 NPT, FEMALE 1/8 NPT PSU CONNECTION  GV14",B4251E,Ogden Manufacturing,464
Inventory Item,6000-104081-000,"CHECK VALVE, CAST BRASS, FEMALE 1/4 NPT, FEMALE 1/8 NPT PSU CONNECTION  GV14",PA Warehouse,Pennsylvania Warehouse,4
Inventory Item,6000-104081-000,"CHECK VALVE, CAST BRASS, FEMALE 1/4 NPT, FEMALE 1/8 NPT PSU CONNECTION  GV14",Development - B2,Ogden Manufacturing,0
Inventory Item,6000-104081-000,"CHECK VALVE, CAST BRASS, FEMALE 1/4 NPT, FEMALE 1/8 NPT PSU CONNECTION  GV14",CPN273B,Ogden Manufacturing,205
Inventory Item,6000-104081-000,"CHECK VALVE, CAST BRASS, FEMALE 1/4 NPT, FEMALE 1/8 NPT PSU CONNECTION  GV14",Overflow Inventor B3,Ogden Manufacturing,0
Inventory Item,6000-104081-000,"CHECK VALVE, CAST BRASS, FEMALE 1/4 NPT, FEMALE 1/8 NPT PSU CONNECTION  GV14",CS Warehouse,Customer Support,7
Inventory Item,6000-104081-000,"CHECK VALVE, CAST BRASS, FEMALE 1/4 NPT, FEMALE 1/8 NPT PSU CONNECTION  GV14",Receiving Dock,Ogden Manufacturing,0
Inventory Item,6000-104081-000,"CHECK VALVE, CAST BRASS, FEMALE 1/4 NPT, FEMALE 1/8 NPT PSU CONNECTION  GV14",B4251B,Ogden Manufacturing,0
Inventory Item,6000-104081-000,"CHECK VALVE, CAST BRASS, FEMALE 1/4 NPT, FEMALE 1/8 NPT PSU CONNECTION  GV14",CAP 3's,Ogden Manufacturing,0
Inventory Item,6000-104084-000,"ADAPTOR, ELBOW, 90 DEG, -6 MALE JIC X 3/8"" MALE NPT",Development - B2,Ogden Manufacturing,0
Inventory Item,6000-104084-000,"ADAPTOR, ELBOW, 90 DEG, -6 MALE JIC X 3/8"" MALE NPT",Receiving Dock,Ogden Manufacturing,0
Inventory Item,6000-104084-000,"ADAPTOR, ELBOW, 90 DEG, -6 MALE JIC X 3/8"" MALE NPT",B4171A,Ogden Manufacturing,1450
Inventory Item,6000-104084-000,"ADAPTOR, ELBOW, 90 DEG, -6 MALE JIC X 3/8"" MALE NPT",CAP 3's,Ogden Manufacturing,0
Inventory Item,6000-104084-000,"ADAPTOR, ELBOW, 90 DEG, -6 MALE JIC X 3/8"" MALE NPT",Overflow Inventor B3,Ogden Manufacturing,0
Inventory Item,6000-104084-000,"ADAPTOR, ELBOW, 90 DEG, -6 MALE JIC X 3/8"" MALE NPT",CPN252A,Ogden Manufacturing,210
Inventory Item,6000-104084-000,"ADAPTOR, ELBOW, 90 DEG, -6 MALE JIC X 3/8"" MALE NPT",CS Warehouse,Customer Support,0
Inventory Item,6000-104085-000,"ADAPTOR, NIPPLE, -6 MALE JIC X 3/8"" MALE NPT",CAP 3's,Ogden Manufacturing,0
Inventory Item,6000-104086-000,"ADAPTOR, NIPPLE, -6 MALE JIC X 1/2"" MALE NPT",CAP 3's,Ogden Manufacturing,0
Inventory Item,6000-104086-000,"ADAPTOR, NIPPLE, -6 MALE JIC X 1/2"" MALE NPT",CPN252D,Ogden Manufacturing,72
Inventory Item,6000-104086-000,"ADAPTOR, NIPPLE, -6 MALE JIC X 1/2"" MALE NPT",Receiving Dock,Ogden Manufacturing,0
Inventory Item,6000-104087-000,"ADAPTOR, STRAIGHT, 1/4"" FEMALE NPT X -6 MALE JIC",CAP 3's,Ogden Manufacturing,0
Inventory Item,6000-104087-000,"ADAPTOR, STRAIGHT, 1/4"" FEMALE NPT X -6 MALE JIC",CPN253F,Ogden Manufacturing,41
Inventory Item,6000-104089-000,"CHECK VALVE, 1/2 X 3/8, POWEREX IP087700AV FOR SCROLL",CAP 3's,Ogden Manufacturing,0
Inventory Item,6000-104090-000,"FITTING, 90° ELBOW, 1/2 MALE JIC X 3/8 MALE NPT, FORGED STEEL ZP",CAP 3's,Ogden Manufacturing,0
Inventory Item,6000-104092-000,"PLUG, PANEL, LOCKING, 3.5"" ID, 0.016""-0.250"" PANEL THICKNESS, BLACK",CAP 3's,Ogden Manufacturing,0
Inventory Item,6000-104092-000,"PLUG, PANEL, LOCKING, 3.5"" ID, 0.016""-0.250"" PANEL THICKNESS, BLACK",Kit Inventory,Ogden Manufacturing,60
Inventory Item,6000-104092-000,"PLUG, PANEL, LOCKING, 3.5"" ID, 0.016""-0.250"" PANEL THICKNESS, BLACK",Inspection Square B2,Ogden Manufacturing,0
Inventory Item,6000-104099-000,"PIPE, SCH 80, THREADED, 3/8 NPT, 4"" LONG, STEEL, GALVANIZED",CPN254D,Ogden Manufacturing,22
Inventory Item,6000-104099-000,"PIPE, SCH 80, THREADED, 3/8 NPT, 4"" LONG, STEEL, GALVANIZED",CAP 3's,Ogden Manufacturing,0
Inventory Item,6000-104099-000,"PIPE, SCH 80, THREADED, 3/8 NPT, 4"" LONG, STEEL, GALVANIZED",Receiving Dock,Ogden Manufacturing,0
Inventory Item,6000-104100-000,"CONNECTOR, STRAIGHT, 1/4 NPT MALE, HIGH-PRESSURE, BRASS",CPN254A,Ogden Manufacturing,192
Inventory Item,6000-104100-000,"CONNECTOR, STRAIGHT, 1/4 NPT MALE, HIGH-PRESSURE, BRASS",CAP 3's,Ogden Manufacturing,0
Inventory Item,6000-104100-000,"CONNECTOR, STRAIGHT, 1/4 NPT MALE, HIGH-PRESSURE, BRASS",Racks-Bay 1,Ogden Manufacturing,0
Inventory Item,6000-104100-000,"CONNECTOR, STRAIGHT, 1/4 NPT MALE, HIGH-PRESSURE, BRASS",B4252A,Ogden Manufacturing,600
Inventory Item,6000-104100-000,"CONNECTOR, STRAIGHT, 1/4 NPT MALE, HIGH-PRESSURE, BRASS",Receiving Dock,Ogden Manufacturing,0
Inventory Item,6000-104101-000,"ELBOW, 90 DEG, REDUCER, 3/8 X 1/4 NPT, BRASS, LOW-PRESSURE",CAP 3's,Ogden Manufacturing,0
Inventory Item,6000-104101-000,"ELBOW, 90 DEG, REDUCER, 3/8 X 1/4 NPT, BRASS, LOW-PRESSURE",B4141B,Ogden Manufacturing,0
Inventory Item,6000-104101-000,"ELBOW, 90 DEG, REDUCER, 3/8 X 1/4 NPT, BRASS, LOW-PRESSURE",B4141B,Bay 4 Bulk Storage,0
Inventory Item,6000-104101-000,"ELBOW, 90 DEG, REDUCER, 3/8 X 1/4 NPT, BRASS, LOW-PRESSURE",B4140E,Ogden Manufacturing,32
Inventory Item,6000-104101-000,"ELBOW, 90 DEG, REDUCER, 3/8 X 1/4 NPT, BRASS, LOW-PRESSURE",CPN254E,Ogden Manufacturing,36
Inventory Item,6000-104101-000,"ELBOW, 90 DEG, REDUCER, 3/8 X 1/4 NPT, BRASS, LOW-PRESSURE",Overflow Inventor B3,Ogden Manufacturing,0
Inventory Item,6000-104103-000,"FITTING, ADAPTER, 3/8 NPSM MALE X 3/8 NPTF MALE, BRASS, 250 PSI",Development - B2,Ogden Manufacturing,0
Inventory Item,6000-104103-000,"FITTING, ADAPTER, 3/8 NPSM MALE X 3/8 NPTF MALE, BRASS, 250 PSI",CAP 3's,Ogden Manufacturing,0
Inventory Item,6000-104104-000,"SAFETY RELIEF VALVE, 1/8 NPT, 140 PSI - 250°F",Inspection Square B2,Ogden Manufacturing,0
Inventory Item,6000-104104-000,"SAFETY RELIEF VALVE, 1/8 NPT, 140 PSI - 250°F",Development - B2,Ogden Manufacturing,0
Inventory Item,6000-104105-000,"SAFETY RELIEF VALVE, 1/8 NPT, 175 PSIG",CS Warehouse,Customer Support,0
Inventory Item,6000-104105-000,"SAFETY RELIEF VALVE, 1/8 NPT, 175 PSIG",Kit Inventory,Ogden Manufacturing,0
Inventory Item,6000-104105-000,"SAFETY RELIEF VALVE, 1/8 NPT, 175 PSIG",Overflow Inventor B3,Ogden Manufacturing,0
Inventory Item,6000-104105-000,"SAFETY RELIEF VALVE, 1/8 NPT, 175 PSIG",CAP 3's,Ogden Manufacturing,0
Inventory Item,6000-104106-000,"CHECK VALVE, 1/2 x 1/2, IN-TANK",CAP 3's,Ogden Manufacturing,0
Inventory Item,6000-104106-000,"CHECK VALVE, 1/2 x 1/2, IN-TANK",CS Warehouse,Customer Support,0
Inventory Item,6000-104106-000,"CHECK VALVE, 1/2 x 1/2, IN-TANK",PA Warehouse,Pennsylvania Warehouse,4
Inventory Item,6000-104106-000,"CHECK VALVE, 1/2 x 1/2, IN-TANK",CPM072B,Ogden Manufacturing,51
Inventory Item,6000-104106-000,"CHECK VALVE, 1/2 x 1/2, IN-TANK",CS-Ogden-Overflow,Customer Support,21
Inventory Item,6000-104106-000,"CHECK VALVE, 1/2 x 1/2, IN-TANK",Receiving Dock,Ogden Manufacturing,0
Inventory Item,6000-104106-000,"CHECK VALVE, 1/2 x 1/2, IN-TANK",Overflow Inventor B3,Ogden Manufacturing,0
Inventory Item,6000-104109-000,"SAFETY RELIEF VALVE, 1/8 NPT, 170 PSIG",CAP 3's,Ogden Manufacturing,0
Inventory Item,6000-104113-000,"ADAPTOR, 3/8"" TUBE OD x 3/8 BSPP, 4500 PSI",CPN254J,Ogden Manufacturing,110
Inventory Item,6000-104113-000,"ADAPTOR, 3/8"" TUBE OD x 3/8 BSPP, 4500 PSI",CAP 3's,Ogden Manufacturing,0
Inventory Item,6000-104115-000,"ADAPTOR, BUSHING, HEX BODY, 1/2 MALE X 3/8 FEMALE NPT",CAP 3's,Ogden Manufacturing,0
Inventory Item,6000-104116-000,"PIPE, PVC, THICK-WALL, 3/4 NPT, 10"" LONG, DARK GRAY",Development - B2,Ogden Manufacturing,0
Inventory Item,6000-104117-000,"ELBOW, PVC, 90 DEG, LONG, 3/4 SOCKET FEMALE",Development - B2,Ogden Manufacturing,0
Inventory Item,6000-104118-000,"ELBOW, PVC, ADAPTER, 90 DEG, 3/4 THREADED FEMALE X 3/4 NPT MALE",Development - B2,Ogden Manufacturing,0
Inventory Item,6000-104119-000,"UNION, PVC, STRAIGHT, 3/4 NPT FEMALE",Development - B2,Ogden Manufacturing,0
Inventory Item,6000-104120-000,"BUSHING, PVC, STANDARD-WALL, 3/4 SOCKET MALE X 1/2 SOCKET FEMALE",Development - B2,Ogden Manufacturing,0
Inventory Item,6000-104121-000,"ELBOW, PVC, 90 DEG, SHORT, 3/4 SOCKET FEMALE",Development - B2,Ogden Manufacturing,0
Inventory Item,6000-104122-000,"FLOAT SWITCH, SIDE-MOUNT, POLYPROPYLENE, 1/2"" X 1/2"" NPT",Development - B2,Ogden Manufacturing,0
Inventory Item,6000-104123-000,"ELBOW, PVC, ADAPTER, 90 DEG, 3/4 SOCKET FEMALE X 3/4 NPT MALE",Development - B2,Ogden Manufacturing,0
Inventory Item,6000-104124-000,"ELBOW, PVC, ADAPTER, 90 DEG, 3/4 SOCKET FEMALE X 1/2 NPT FEMALE",Development - B2,Ogden Manufacturing,0
Inventory Item,6000-104125-000,"CONNECTOR, STRAIGHT, 1/2 NPT MALE, PLASTIC",Development - B2,Ogden Manufacturing,0
Inventory Item,6000-104126-000,"ADAPTOR, PVC, 3/4 SOCKET-CONNECT MALE X 3/4 NPT MALE",Development - B2,Ogden Manufacturing,0
Inventory Item,6000-104127-000,"CONNECTOR, PVC, STRAIGHT, 1/2 NPT FEMALE",Development - B2,Ogden Manufacturing,0
Inventory Item,6000-104128-000,"CONNECTOR, LIQUID TIGHT, PVC, 1/2""",Development - B2,Ogden Manufacturing,0
Inventory Item,6000-104129-000,"CLAMPING HANGER, THREADED-ROD-MOUNT, 1-5/16"" ID, 316 SS",Development - B2,Ogden Manufacturing,0
Inventory Item,6000-104131-000,"SCREW, SELF-TAPPING, #8 X 3/4"", ZINC-PLATED STEEL",Development - B2,Ogden Manufacturing,96
Inventory Item,6000-104132-000,"PIPE, PVC, THICK-WALL, 3/4 NPT, 8"" LONG, THREADED, DARK GRAY",Development - B2,Ogden Manufacturing,0
Inventory Item,6000-104133-000,"O-RING, -119, 3/32"" WIDTH, BROWN, VITTON FLUOROELASTOMER",Development - B2,Ogden Manufacturing,49
Inventory Item,6000-104138-000,"PIPE NIPPLE, 304 SS, 1/2 NPT, 3"" LONG",Receiving Dock,Ogden Manufacturing,0
Inventory Item,6000-104138-000,"PIPE NIPPLE, 304 SS, 1/2 NPT, 3"" LONG",PG2103G,Ogden Manufacturing,154
Inventory Item,6000-104138-000,"PIPE NIPPLE, 304 SS, 1/2 NPT, 3"" LONG",MRB TABLE,Ogden Manufacturing,9
Inventory Item,6000-104138-000,"PIPE NIPPLE, 304 SS, 1/2 NPT, 3"" LONG",PG1183H,Ogden Manufacturing,0
Inventory Item,6000-104138-000,"PIPE NIPPLE, 304 SS, 1/2 NPT, 3"" LONG",Racks-Bay 1,Ogden Manufacturing,0
Inventory Item,6000-104138-000,"PIPE NIPPLE, 304 SS, 1/2 NPT, 3"" LONG",B4251C,Ogden Manufacturing,35
Inventory Item,6000-104143-000,"SCREW, WING HEAD THUMB, M6 X 25, 18-8 SS",CAP 3's,Ogden Manufacturing,0
Inventory Item,6000-104158-000,"O-RING, -142 VITON BROWN",Development - B2,Ogden Manufacturing,0
Inventory Item,6000-104162-000,"SENSOR, EXHAUST, LAMBDA",CAP 3's,Ogden Manufacturing,1
Inventory Item,6000-104162-000,"SENSOR, EXHAUST, LAMBDA",Development - B2,Ogden Manufacturing,0
Inventory Item,6000-104168-000,"V-BELT, 5HP",CS Warehouse,Customer Support,12
Inventory Item,6000-104168-000,"V-BELT, 5HP",Receiving Dock,Ogden Manufacturing,0
Inventory Item,6000-104170-000,"TIP SEAL SET, 5HP COMPRESSOR, 10000 HR",CS-Ogden-Overflow,Customer Support,6
Inventory Item,6000-104170-000,"TIP SEAL SET, 5HP COMPRESSOR, 10000 HR",CS Warehouse,Customer Support,0
Inventory Item,6000-104171-000,"SCROLL HEAT INSULATION PIPE, 5HP COMPRESSOR",CS Warehouse,Customer Support,0
Inventory Item,6000-104172-000,"GREASE GUN w/ CARTRIDGE, 80gr, 5 HP COMPRESSOR",CS-Ogden-Overflow,Customer Support,3
Inventory Item,6000-104172-000,"GREASE GUN w/ CARTRIDGE, 80gr, 5 HP COMPRESSOR",CS Warehouse,Customer Support,0
Inventory Item,6000-104173-000,"GREASE REFILL, 80gr, 5HP COMPRESSOR",CS Warehouse,Customer Support,0
Inventory Item,6000-104173-000,"GREASE REFILL, 80gr, 5HP COMPRESSOR",CS-Ogden-Overflow,Customer Support,3
Inventory Item,6000-104175-000,"PUMP, BARE COMPRESSOR SCROLL PUMP, 95-115 psi, 15.2 scfm @ 100psi",B4161B,Ogden Manufacturing,0
Inventory Item,6000-104175-000,"PUMP, BARE COMPRESSOR SCROLL PUMP, 95-115 psi, 15.2 scfm @ 100psi",B4161A,Ogden Manufacturing,2
